1.794978529214859009e-01,-3.490713890641927719e-03,-4.718640819191932678e-02,6.878217100165784359e-04,-1.363327028229832649e-04,-2.318664046470075846e-04,-2.717750612646341324e-03,-1.845123188104480505e-05,-5.373516250983811915e-05,-5.485271103680133820e-04,5.651637329719960690e-04,1.674648374319076538e-04,1.788722723722457886e-01,-3.129427554085850716e-03,-4.759904369711875916e-02,-4.818383022211492062e-04,1.976227067643776536e-04,-1.135479833465069532e-04,-2.724131263676099479e-05,-2.916301018558442593e-04,3.344990254845470190e-04,-1.095953164622187614e-03,5.743678775615990162e-04,1.053060623235069215e-04,1.785056293010711670e-01,-3.524731844663619995e-03,-4.691523686051368713e-02,5.742824578192085028e-05,-1.204953878186643124e-04,1.564935228088870645e-04,6.674042087979614735e-04,-9.874469105852767825e-05,1.023530130623839796e-04,-1.193906879052519798e-03,4.258952976670116186e-04,3.861117875203490257e-04
2.575543224811553955e-01,1.533386204391717911e-02,6.460267305374145508e-02,3.196839988231658936e-02,-2.785983961075544357e-03,-6.950499955564737320e-03,-1.910635642707347870e-02,1.851640990935266018e-03,1.997964084148406982e-02,5.423619411885738373e-03,5.631421227008104324e-03,1.060117594897747040e-02,2.794663608074188232e-01,1.413503196090459824e-02,5.928828939795494080e-02,6.028763484209775925e-03,-2.623023465275764465e-05,-2.078030258417129517e-03,-1.262500323355197906e-02,8.498598472215235233e-04,1.728334836661815643e-02,-2.239640802145004272e-03,1.299205701798200607e-03,4.886277951300144196e-03,2.912516891956329346e-01,1.516271196305751801e-02,5.504665523767471313e-02,4.864835646003484726e-04,1.611150364624336362e-04,3.580906195566058159e-06,-7.367406040430068970e-03,6.421429570764303207e-04,1.144108176231384277e-02,2.744680270552635193e-03,-1.242673490196466446e-03,-2.845363342203199863e-04
3.660044074058532715e-01,-2.506664313841611147e-04,-3.165926411747932434e-02,2.723395125940442085e-03,-6.449765351135283709e-06,6.242017261683940887e-03,-2.560151042416691780e-04,2.445794641971588135e-03,-1.011678855866193771e-02,-2.025099471211433411e-03,-3.309771651402115822e-03,-7.777359802275896072e-03,3.682989478111267090e-01,-5.156942061148583889e-04,-2.236586064100265503e-02,8.965586894191801548e-04,-2.822531678248196840e-04,5.610304418951272964e-03,7.813914562575519085e-04,1.102286856621503830e-03,-7.632809225469827652e-03,-1.467859838157892227e-03,-2.276230836287140846e-03,-8.333768695592880249e-03,3.690386116504669189e-01,-2.064943546429276466e-03,-1.913707354106009007e-03,-3.427025221753865480e-04,-2.075904048979282379e-04,1.948838820680975914e-03,8.288812241517007351e-04,3.382607537787407637e-04,-4.248375073075294495e-03,4.368373993202112615e-05,-6.580781773664057255e-04,-8.522457443177700043e-03
1.947948634624481201e-01,-1.557216420769691467e-02,-1.562248822301626205e-02,1.037226244807243347e-02,1.431929296813905239e-03,-1.057454035617411137e-03,-4.322668537497520447e-03,3.497639263514429331e-04,-1.210934109985828400e-02,2.045376971364021301e-02,2.493617648724466562e-04,1.078426465392112732e-02,1.988904029130935669e-01,-1.390550658106803894e-02,-1.907691918313503265e-02,6.344905123114585876e-04,8.614204125478863716e-04,-2.581635490059852600e-03,-4.470421001315116882e-03,1.010336636682040989e-04,-8.180700242519378662e-03,8.180186152458190918e-03,2.537329273764044046e-04,9.098605252802371979e-03,2.011485695838928223e-01,-1.078923046588897705e-02,-2.892007492482662201e-02,3.550328547134995461e-04,2.797711640596389771e-04,-8.239640155807137489e-04,-4.584738053381443024e-03,-1.004550431389361620e-04,-5.121552851051092148e-03,4.749709274619817734e-03,-2.562290464993566275e-04,6.547010969370603561e-03
4.420782625675201416e-01,-1.086967586161335930e-05,2.056541416095569730e-05,-3.660596557892858982e-04,5.711379102990576939e-08,-3.340141319085887517e-08,-5.583546007983386517e-04,9.636997333473118488e-08,-7.709571292480177362e-08,-7.443525828421115875e-04,8.009349272697363631e-08,-8.343613444594666362e-08,4.421085417270660400e-01,-1.085946405510185286e-05,2.056921039184089750e-05,1.775175041984766722e-05,-4.476089721094922425e-09,5.912655254292076279e-09,-2.996722178068011999e-04,5.172233841221896000e-08,-4.137772791068528022e-08,-4.666830354835838079e-04,2.053620384856458259e-08,-4.044586887630430283e-08,4.424264430999755859e-01,-1.156311100203311071e-05,1.761771636665798724e-05,-1.767160028975922614e-05,-3.633622895904409233e-07,-1.732083433125808369e-06,-1.522550301160663366e-04,2.627866457771688147e-08,-2.102285989735719340e-08,-1.593649212736636400e-04,1.596720267116324976e-07,-7.376231678790645674e-06
1.806521713733673096e-01,2.651429036632180214e-03,3.500685095787048340e-02,2.195970155298709869e-04,-4.066603723913431168e-03,3.498610341921448708e-03,1.046765223145484924e-02,-5.115140811540186405e-04,-1.008976949378848076e-03,-4.209329374134540558e-03,-3.688007593154907227e-03,1.319671631790697575e-03,1.793715506792068481e-01,-4.862766363658010960e-04,3.811734169721603394e-02,-1.154207508079707623e-03,-1.157720340415835381e-03,1.232016365975141525e-03,3.452928503975272179e-03,-6.460163276642560959e-04,-1.927255652844905853e-03,2.483690623193979263e-03,-4.187082871794700623e-03,8.749881526455283165e-04,1.717710047960281372e-01,-3.881107317283749580e-03,4.254074022173881531e-02,-1.017521601170301437e-03,-3.108797827735543251e-04,5.645202472805976868e-04,2.232545055449008942e-03,-4.682611033786088228e-04,-1.632250612601637840e-03,2.171629166696220636e-04,-2.877219580113887787e-03,-4.072399169672280550e-04
1.734410524368286133e-01,1.749304309487342834e-02,7.720034569501876831e-02,-9.000175632536411285e-03,-1.085468567907810211e-03,-2.038196194916963577e-03,-1.540984772145748138e-02,-4.320851992815732956e-03,2.392706228420138359e-03,1.940613053739070892e-02,3.356299421284347773e-04,3.115955973044037819e-03,1.562985479831695557e-01,1.690907031297683716e-02,7.291564345359802246e-02,-8.715048432350158691e-03,-4.059898201376199722e-04,-3.089688485488295555e-03,-4.282896406948566437e-03,-2.737395232543349266e-03,4.347975773271173239e-04,1.969399116933345795e-02,-1.009622283163480461e-04,3.843899350613355637e-03,1.326865106821060181e-01,1.411617640405893326e-02,5.890816450119018555e-02,-2.216500230133533478e-03,-4.059263737872242928e-04,-1.647743163630366325e-03,-1.105614122934639454e-03,-7.867605891078710556e-04,-9.401107672601938248e-04,1.301404740661382675e-02,-3.493472831905819476e-05,3.450871678069233894e-03
1.855333000421524048e-01,-9.167946875095367432e-03,-4.882159084081649780e-02,-7.074071560055017471e-03,8.518606773577630520e-05,-2.821495290845632553e-04,1.791393500752747059e-03,-2.159010000468697399e-05,7.296480907825753093e-05,-2.567789342720061541e-04,8.268040687653410714e-07,-8.837433597363997251e-06,1.829029470682144165e-01,-9.047930128872394562e-03,-4.885794222354888916e-02,-3.030839143320918083e-04,9.294006304116919637e-05,6.961253529880195856e-05,1.257001073099672794e-03,-2.051250776275992393e-04,-1.229842928296420723e-05,6.935045821592211723e-04,-8.744988917896989733e-06,2.975847564812283963e-05,1.824921220541000366e-01,-8.616369217634201050e-03,-4.856947064399719238e-02,-3.874571120832115412e-05,5.790332943433895707e-05,3.394709710846655071e-05,1.003604847937822342e-03,-3.186338581144809723e-04,-6.659765494987368584e-05,2.859061714843846858e-05,2.626391687954310328e-05,9.956272151612211019e-06
1.872164458036422729e-01,-4.497296642512083054e-03,-3.573500737547874451e-02,-6.326459813863039017e-03,2.557174957473762333e-05,-2.018052036873996258e-04,1.179001643322408199e-03,-5.475812486110953614e-06,3.782763451454229653e-05,-1.297312555834650993e-03,4.056095349369570613e-06,-4.151781831751577556e-05,1.841268390417098999e-01,-4.599785432219505310e-03,-3.586942330002784729e-02,-1.067474222509190440e-04,-1.138184961746446788e-04,-1.980001798074226826e-05,1.296754460781812668e-03,-6.356870017043547705e-06,4.208050449960865080e-05,-4.221697163302451372e-04,-1.305010518990457058e-04,-5.868301377631723881e-05,1.855391860008239746e-01,-5.049692932516336441e-03,-3.578234091401100159e-02,1.446157693862915039e-04,-4.164915662840940058e-05,2.253350976388901472e-05,1.001464203000068665e-03,-5.318801868270384148e-06,2.772346306301187724e-05,-7.188313757069408894e-04,-2.104898157995194197e-04,-9.608349500922486186e-05
1.700354516506195068e-01,-8.681852370500564575e-03,-8.131771534681320190e-02,-6.583357229828834534e-03,2.713577996473759413e-04,-2.178017603000625968e-04,-7.771302480250597000e-04,7.952781743369996548e-05,-1.167520094895735383e-04,-1.954099861904978752e-03,1.113611942855641246e-04,-1.242468133568763733e-04,1.652781665325164795e-01,-8.744058199226856232e-03,-8.102200180292129517e-02,-1.569722429849207401e-03,-1.392669219058007002e-04,3.568842948880046606e-04,4.934017197228968143e-04,2.254223509225994349e-04,-4.169020394328981638e-04,-1.355764921754598618e-03,-2.007948933169245720e-05,6.040649168426170945e-05,1.646116077899932861e-01,-9.193506091833114624e-03,-7.774065434932708740e-02,4.457454197108745575e-04,-2.081215643556788564e-05,6.359383114613592625e-04,6.325409049168229103e-04,1.954626350197941065e-04,-3.660842485260218382e-04,-5.024949787184596062e-04,-2.145938342437148094e-04,1.599427196197211742e-03
